order_id,customer_id,order_date
1,5,2024-08-17 13:04:21.633548
2,2,2025-02-11 13:04:21.633548
3,2,2025-03-29 13:04:21.633548
4,1,2025-06-25 13:04:21.633548
5,2,2025-05-31 13:04:21.633548
6,4,2025-06-29 13:04:21.633548
7,4,2024-09-23 13:04:21.633548
8,5,2024-08-27 13:04:21.633548
9,5,2025-01-09 13:04:21.633548
10,3,2025-07-18 13:04:21.633548
11,2,2025-02-04 13:04:21.633548
12,5,2025-07-24 13:04:21.633548
13,3,2025-05-13 13:04:21.633548
14,2,2024-08-09 13:04:21.633548
15,4,2024-10-11 13:04:21.633548
16,2,2025-05-12 13:04:21.633548
17,4,2025-04-21 13:04:21.633548
18,1,2025-04-30 13:04:21.633548
19,3,2025-07-30 13:04:21.633548
20,1,2025-03-27 13:04:21.633548
21,4,2024-08-18 13:04:21.633548
22,2,2024-08-15 13:04:21.633548
23,5,2025-06-01 13:04:21.633548
24,4,2025-04-14 13:04:21.633548
25,1,2025-04-05 13:04:21.633548
26,2,2024-10-01 13:04:21.633548
27,3,2024-10-31 13:04:21.633548
28,1,2025-03-03 13:04:21.633548
29,4,2025-08-03 13:04:21.633548
30,2,2024-09-28 13:04:21.633548
31,1,2024-08-24 13:04:21.633548
32,3,2024-08-09 13:04:21.633548
33,5,2025-04-17 13:04:21.633548
34,4,2025-07-27 13:04:21.633548
35,4,2025-03-04 13:04:21.633548
36,4,2025-05-07 13:04:21.633548
37,4,2024-09-12 13:04:21.633548
38,3,2025-01-18 13:04:21.633548
39,2,2024-10-26 13:04:21.633548
40,3,2024-10-10 13:04:21.633548
41,5,2025-05-09 13:04:21.633548
42,3,2024-09-19 13:04:21.633548
43,5,2024-10-15 13:04:21.633548
44,4,2025-07-20 13:04:21.633548
45,2,2025-05-28 13:04:21.633548
46,5,2025-02-07 13:04:21.633548
47,5,2024-08-23 13:04:21.633548
48,3,2025-02-23 13:04:21.633548
49,2,2025-05-22 13:04:21.633548
50,1,2025-01-12 13:04:21.633548
51,4,2025-06-09 13:04:21.633548
52,1,2024-11-04 13:04:21.633548
53,2,2025-05-25 13:04:21.633548
54,2,2025-07-23 13:04:21.633548
55,2,2025-04-10 13:04:21.633548
56,4,2025-05-01 13:04:21.633548
57,5,2025-04-18 13:04:21.633548
58,3,2025-06-28 13:04:21.633548
59,2,2024-09-30 13:04:21.633548
60,5,2025-07-09 13:04:21.633548
61,4,2025-07-24 13:04:21.633548
62,1,2024-08-18 13:04:21.633548
63,1,2025-05-14 13:04:21.633548
64,1,2025-07-12 13:04:21.633548
65,2,2025-06-02 13:04:21.633548
66,5,2025-01-26 13:04:21.633548
67,5,2025-05-07 13:04:21.633548
68,5,2024-09-21 13:04:21.633548
69,2,2025-03-15 13:04:21.633548
70,1,2025-07-21 13:04:21.633548
71,3,2025-01-23 13:04:21.633548
72,5,2025-07-18 13:04:21.633548
73,1,2024-09-10 13:04:21.633548
74,5,2025-07-24 13:04:21.633548
75,3,2025-07-30 13:04:21.633548
76,2,2025-03-02 13:04:21.633548
77,5,2025-01-14 13:04:21.633548
78,4,2024-09-20 13:04:21.633548
79,4,2025-01-15 13:04:21.633548
80,4,2024-10-02 13:04:21.633548
81,2,2025-02-05 13:04:21.633548
82,2,2025-03-14 13:04:21.633548
83,2,2025-04-18 13:04:21.633548
84,1,2025-07-02 13:04:21.633548
85,2,2024-10-18 13:04:21.633548
86,4,2025-06-17 13:04:21.633548
87,5,2025-02-11 13:04:21.633548
88,1,2024-12-07 13:04:21.633548
89,4,2024-09-05 13:04:21.633548
90,5,2024-09-06 13:04:21.633548
91,4,2025-05-12 13:04:21.633548
92,3,2025-07-03 13:04:21.633548
93,2,2025-04-19 13:04:21.633548
94,4,2024-10-31 13:04:21.633548
95,5,2025-01-16 13:04:21.633548
96,3,2024-08-14 13:04:21.633548
97,5,2024-11-19 13:04:21.633548
98,1,2025-05-11 13:04:21.633548
99,2,2024-12-21 13:04:21.633548
100,5,2025-04-08 13:04:21.633548
101,3,2025-06-04 13:04:21.633548
102,1,2024-11-03 13:04:21.633548
103,1,2025-04-11 13:04:21.633548
104,1,2024-09-23 13:04:21.633548
105,2,2025-02-26 13:04:21.633548
106,3,2024-10-30 13:04:21.633548
107,1,2024-09-27 13:04:21.633548
108,2,2024-09-16 13:04:21.633548
109,2,2025-05-08 13:04:21.633548
110,2,2024-09-20 13:04:21.633548
111,5,2024-10-25 13:04:21.634549
112,2,2025-06-17 13:04:21.634549
113,2,2024-11-21 13:04:21.634549
114,1,2024-09-10 13:04:21.634549
115,3,2024-08-28 13:04:21.634549
116,4,2025-02-20 13:04:21.634549
117,2,2025-01-01 13:04:21.634549
118,1,2025-02-11 13:04:21.634549
119,1,2025-07-15 13:04:21.634549
120,2,2025-07-25 13:04:21.634549
121,3,2025-02-10 13:04:21.634549
122,2,2024-09-12 13:04:21.634549
123,4,2024-09-03 13:04:21.634549
124,1,2025-05-22 13:04:21.634549
125,4,2025-04-10 13:04:21.634549
126,1,2025-07-21 13:04:21.634549
127,1,2024-11-12 13:04:21.634549
128,2,2024-08-12 13:04:21.634549
129,1,2025-03-28 13:04:21.634549
130,1,2024-12-21 13:04:21.634549
131,5,2025-02-24 13:04:21.634549
132,5,2024-11-19 13:04:21.634549
133,5,2024-09-14 13:04:21.634549
134,1,2024-12-15 13:04:21.634549
135,5,2024-12-30 13:04:21.634549
136,2,2024-08-08 13:04:21.634549
137,4,2025-03-06 13:04:21.634549
138,2,2024-11-23 13:04:21.634549
139,2,2024-09-11 13:04:21.634549
140,4,2024-10-07 13:04:21.634549
141,3,2025-04-02 13:04:21.634549
142,5,2024-12-08 13:04:21.634549
143,2,2024-11-22 13:04:21.634549
144,4,2025-01-23 13:04:21.634549
145,4,2024-11-24 13:04:21.634549
146,1,2025-06-28 13:04:21.634549
147,4,2024-09-14 13:04:21.634549
148,4,2025-08-03 13:04:21.634549
149,3,2024-09-08 13:04:21.634549
150,2,2025-03-10 13:04:21.634549
151,4,2025-01-03 13:04:21.634549
152,3,2025-05-02 13:04:21.634549
153,4,2025-05-05 13:04:21.634549
154,3,2024-09-23 13:04:21.634549
155,5,2024-10-28 13:04:21.634549
156,4,2025-04-06 13:04:21.634549
157,3,2025-02-12 13:04:21.634549
158,4,2025-06-16 13:04:21.634549
159,3,2025-01-31 13:04:21.634549
160,3,2025-02-12 13:04:21.634549
161,2,2024-12-12 13:04:21.634549
162,2,2025-06-17 13:04:21.634549
163,5,2024-08-08 13:04:21.634549
164,5,2024-09-25 13:04:21.634549
165,2,2024-09-20 13:04:21.634549
166,2,2025-05-10 13:04:21.634549
167,2,2024-11-05 13:04:21.634549
168,3,2025-06-13 13:04:21.634549
169,4,2024-12-31 13:04:21.634549
170,3,2025-08-03 13:04:21.634549
171,2,2024-10-26 13:04:21.634549
172,4,2025-05-27 13:04:21.634549
173,5,2025-02-06 13:04:21.634549
174,3,2025-04-28 13:04:21.634549
175,4,2025-07-16 13:04:21.634549
176,4,2024-09-03 13:04:21.634549
177,1,2025-03-16 13:04:21.634549
178,1,2025-04-18 13:04:21.634549
179,4,2025-02-15 13:04:21.634549
180,3,2024-10-10 13:04:21.634549
181,2,2024-10-02 13:04:21.634549
182,1,2025-02-12 13:04:21.634549
183,5,2024-12-26 13:04:21.634549
184,1,2024-09-30 13:04:21.634549
185,1,2024-11-24 13:04:21.634549
186,1,2025-05-13 13:04:21.634549
187,3,2024-09-07 13:04:21.634549
188,3,2024-11-17 13:04:21.634549
189,2,2025-02-07 13:04:21.634549
190,5,2025-06-09 13:04:21.634549
191,1,2024-09-02 13:04:21.634549
192,3,2024-10-09 13:04:21.634549
193,2,2025-03-05 13:04:21.634549
194,2,2024-10-09 13:04:21.634549
195,5,2025-01-16 13:04:21.634549
196,5,2025-08-03 13:04:21.634549
197,5,2025-07-16 13:04:21.634549
198,3,2025-07-18 13:04:21.634549
199,2,2024-10-08 13:04:21.634549
200,1,2024-12-14 13:04:21.634549
201,2,2025-05-14 13:04:21.634549
202,1,2025-04-08 13:04:21.634549
203,4,2025-06-02 13:04:21.634549
204,4,2025-07-01 13:04:21.634549
205,4,2024-10-19 13:04:21.634549
206,4,2025-04-23 13:04:21.634549
207,2,2025-01-04 13:04:21.634549
208,2,2025-04-16 13:04:21.634549
209,5,2025-06-14 13:04:21.634549
210,5,2025-03-06 13:04:21.634549
211,4,2024-10-23 13:04:21.634549
212,4,2025-01-05 13:04:21.634549
213,1,2025-03-08 13:04:21.634549
214,1,2025-02-17 13:04:21.634549
215,2,2025-02-01 13:04:21.634549
216,4,2025-03-25 13:04:21.634549
217,1,2025-05-20 13:04:21.634549
218,1,2025-04-06 13:04:21.634549
219,4,2024-10-23 13:04:21.634549
220,3,2025-06-11 13:04:21.634549
221,2,2025-08-01 13:04:21.634549
222,5,2025-01-12 13:04:21.634549
223,4,2025-02-25 13:04:21.634549
224,4,2025-06-02 13:04:21.634549
225,1,2024-09-15 13:04:21.634549
226,1,2024-11-10 13:04:21.634549
227,4,2025-01-01 13:04:21.634549
228,1,2025-03-31 13:04:21.634549
229,4,2024-11-19 13:04:21.634549
230,3,2025-05-21 13:04:21.634549
231,4,2025-07-08 13:04:21.634549
232,1,2025-04-28 13:04:21.634549
233,3,2025-02-14 13:04:21.634549
234,5,2025-03-31 13:04:21.634549
235,5,2025-02-08 13:04:21.634549
236,5,2024-08-23 13:04:21.634549
237,4,2025-07-20 13:04:21.634549
238,5,2024-10-26 13:04:21.634549
239,1,2024-09-01 13:04:21.634549
240,4,2025-04-28 13:04:21.634549
241,2,2025-07-31 13:04:21.634549
242,2,2025-01-31 13:04:21.634549
243,2,2025-06-05 13:04:21.634549
244,3,2025-05-19 13:04:21.634549
245,5,2025-01-07 13:04:21.634549
246,4,2025-06-09 13:04:21.634549
247,2,2024-10-15 13:04:21.634549
248,1,2025-05-03 13:04:21.634549
249,2,2024-11-21 13:04:21.634549
250,1,2025-03-13 13:04:21.634549
251,5,2025-05-15 13:04:21.634549
252,3,2024-10-29 13:04:21.634549
253,5,2025-06-07 13:04:21.634549
254,4,2025-01-05 13:04:21.634549
255,1,2025-02-23 13:04:21.634549
256,5,2024-09-22 13:04:21.634549
257,5,2025-01-22 13:04:21.634549
258,5,2025-02-17 13:04:21.634549
259,2,2024-11-14 13:04:21.634549
260,3,2024-11-17 13:04:21.634549
261,5,2024-10-03 13:04:21.634549
262,1,2024-11-23 13:04:21.634549
263,4,2025-06-13 13:04:21.634549
264,3,2024-11-23 13:04:21.634549
265,3,2025-02-10 13:04:21.634549
266,2,2024-11-03 13:04:21.634549
267,2,2025-03-05 13:04:21.634549
268,3,2024-10-13 13:04:21.634549
269,5,2025-04-11 13:04:21.634549
270,5,2025-07-26 13:04:21.634549
271,1,2025-05-16 13:04:21.634549
272,2,2025-07-18 13:04:21.634549
273,5,2025-02-14 13:04:21.634549
274,5,2024-08-07 13:04:21.634549
275,3,2025-05-07 13:04:21.634549
276,3,2024-12-07 13:04:21.634549
277,1,2025-06-19 13:04:21.634549
278,4,2024-12-06 13:04:21.634549
279,5,2025-01-10 13:04:21.634549
280,4,2025-06-17 13:04:21.634549
281,3,2024-12-10 13:04:21.634549
282,2,2024-08-30 13:04:21.634549
283,2,2024-10-05 13:04:21.634549
284,3,2024-09-03 13:04:21.634549
285,1,2024-08-30 13:04:21.634549
286,1,2025-06-23 13:04:21.634549
287,1,2024-10-27 13:04:21.634549
288,5,2025-01-12 13:04:21.634549
289,1,2025-01-04 13:04:21.634549
290,5,2024-12-17 13:04:21.634549
291,5,2024-08-10 13:04:21.634549
292,3,2024-10-26 13:04:21.634549
293,1,2024-10-04 13:04:21.634549
294,1,2025-01-17 13:04:21.634549
295,3,2024-09-07 13:04:21.634549
296,1,2025-05-16 13:04:21.634549
297,1,2024-12-22 13:04:21.634549
298,4,2025-05-26 13:04:21.634549
299,1,2024-10-03 13:04:21.634549
300,5,2025-04-03 13:04:21.634549
301,4,2024-12-19 13:04:21.634549
302,1,2025-04-17 13:04:21.634549
303,3,2025-06-27 13:04:21.634549
304,2,2025-03-29 13:04:21.634549
305,3,2025-06-22 13:04:21.634549
306,3,2024-09-22 13:04:21.634549
307,1,2025-02-22 13:04:21.634549
308,4,2025-02-13 13:04:21.634549
309,4,2025-01-05 13:04:21.634549
310,1,2025-04-21 13:04:21.634549
311,5,2025-04-22 13:04:21.634549
312,4,2025-05-13 13:04:21.634549
313,4,2025-01-25 13:04:21.634549
314,4,2025-07-07 13:04:21.634549
315,3,2024-10-01 13:04:21.634549
316,4,2025-03-15 13:04:21.634549
317,5,2024-11-02 13:04:21.634549
318,5,2024-08-30 13:04:21.634549
319,1,2025-03-31 13:04:21.634549
320,5,2024-12-20 13:04:21.634549
321,5,2024-11-09 13:04:21.634549
322,4,2025-04-11 13:04:21.634549
323,3,2025-02-06 13:04:21.634549
324,5,2024-09-03 13:04:21.634549
325,4,2025-05-26 13:04:21.634549
326,5,2025-01-20 13:04:21.634549
327,2,2024-11-03 13:04:21.634549
328,4,2024-09-25 13:04:21.634549
329,5,2024-09-02 13:04:21.634549
330,2,2024-10-13 13:04:21.634549
331,4,2025-08-04 13:04:21.634549
332,2,2025-06-18 13:04:21.634549
333,1,2024-11-01 13:04:21.634549
334,5,2025-04-14 13:04:21.634549
335,5,2024-10-24 13:04:21.634549
336,2,2025-01-30 13:04:21.634549
337,2,2025-04-12 13:04:21.634549
338,5,2025-03-15 13:04:21.634549
339,3,2025-06-22 13:04:21.634549
340,2,2024-10-05 13:04:21.634549
341,5,2024-11-14 13:04:21.634549
342,5,2025-01-19 13:04:21.634549
343,5,2025-03-03 13:04:21.634549
344,3,2025-04-03 13:04:21.634549
345,4,2024-11-14 13:04:21.634549
346,1,2024-09-25 13:04:21.634549
347,5,2025-05-06 13:04:21.634549
348,2,2025-06-18 13:04:21.634549
349,5,2024-09-30 13:04:21.634549
350,3,2025-04-03 13:04:21.634549
351,5,2025-01-11 13:04:21.634549
352,1,2025-05-19 13:04:21.634549
353,3,2025-06-22 13:04:21.634549
354,2,2024-11-11 13:04:21.634549
355,1,2025-02-26 13:04:21.634549
356,5,2025-02-14 13:04:21.634549
357,4,2025-01-18 13:04:21.634549
358,2,2025-06-30 13:04:21.634549
359,3,2024-10-10 13:04:21.634549
360,3,2024-12-31 13:04:21.634549
361,4,2024-12-16 13:04:21.634549
362,5,2025-07-23 13:04:21.634549
363,3,2025-01-24 13:04:21.634549
364,3,2025-05-07 13:04:21.634549
365,5,2025-03-22 13:04:21.634549
366,4,2025-07-03 13:04:21.634549
367,1,2025-07-25 13:04:21.634549
368,4,2025-05-28 13:04:21.634549
369,2,2025-05-02 13:04:21.634549
370,5,2024-08-10 13:04:21.634549
371,1,2024-11-10 13:04:21.634549
372,5,2025-07-05 13:04:21.634549
373,4,2025-06-30 13:04:21.634549
374,1,2024-10-23 13:04:21.634549
375,4,2025-08-04 13:04:21.634549
376,2,2025-07-18 13:04:21.634549
377,2,2024-12-28 13:04:21.634549
378,4,2024-11-17 13:04:21.634549
379,4,2025-01-10 13:04:21.634549
380,3,2025-04-27 13:04:21.634549
381,2,2025-05-24 13:04:21.634549
382,2,2025-07-12 13:04:21.634549
383,2,2024-12-18 13:04:21.634549
384,1,2024-11-07 13:04:21.634549
385,4,2025-05-29 13:04:21.634549
386,3,2024-12-28 13:04:21.634549
387,3,2025-04-06 13:04:21.634549
388,2,2024-09-05 13:04:21.634549
389,1,2025-01-24 13:04:21.634549
390,1,2025-05-11 13:04:21.634549
391,2,2025-01-08 13:04:21.634549
392,5,2025-02-04 13:04:21.634549
393,5,2024-09-27 13:04:21.634549
394,2,2024-08-12 13:04:21.634549
395,1,2025-03-26 13:04:21.634549
396,2,2025-07-06 13:04:21.634549
397,1,2025-01-31 13:04:21.634549
398,2,2024-10-02 13:04:21.634549
399,3,2024-10-11 13:04:21.634549
400,3,2024-10-21 13:04:21.634549
401,5,2024-12-12 13:04:21.634549
402,2,2025-06-19 13:04:21.634549
403,5,2025-07-07 13:04:21.634549
404,2,2024-08-17 13:04:21.634549
405,4,2025-01-29 13:04:21.634549
406,4,2024-12-27 13:04:21.634549
407,2,2024-09-26 13:04:21.634549
408,3,2025-06-10 13:04:21.634549
409,1,2024-10-21 13:04:21.634549
410,1,2025-04-02 13:04:21.634549
411,5,2025-04-09 13:04:21.634549
412,3,2024-11-08 13:04:21.634549
413,5,2025-03-28 13:04:21.634549
414,5,2025-08-03 13:04:21.634549
415,3,2025-07-03 13:04:21.634549
416,5,2025-05-12 13:04:21.634549
417,3,2024-10-23 13:04:21.634549
418,1,2024-09-23 13:04:21.634549
419,2,2025-01-11 13:04:21.634549
420,2,2025-05-22 13:04:21.634549
421,2,2024-11-16 13:04:21.634549
422,2,2025-06-11 13:04:21.634549
423,3,2025-05-28 13:04:21.634549
424,4,2025-03-08 13:04:21.634549
425,3,2024-12-15 13:04:21.634549
426,1,2025-03-12 13:04:21.634549
427,5,2024-10-17 13:04:21.634549
428,1,2024-12-13 13:04:21.634549
429,5,2024-10-15 13:04:21.634549
430,5,2025-07-06 13:04:21.634549
431,1,2025-07-18 13:04:21.634549
432,2,2025-01-31 13:04:21.634549
433,5,2024-10-10 13:04:21.634549
434,3,2024-11-23 13:04:21.634549
435,5,2025-06-09 13:04:21.634549
436,5,2024-10-28 13:04:21.634549
437,3,2025-02-05 13:04:21.634549
438,3,2025-03-25 13:04:21.634549
439,2,2025-06-10 13:04:21.634549
440,2,2025-01-19 13:04:21.634549
441,3,2025-02-15 13:04:21.634549
442,4,2025-03-27 13:04:21.634549
443,5,2025-06-18 13:04:21.634549
444,5,2024-11-27 13:04:21.634549
445,1,2024-09-12 13:04:21.634549
446,2,2025-03-16 13:04:21.634549
447,1,2024-12-25 13:04:21.634549
448,1,2025-06-19 13:04:21.634549
449,1,2024-10-08 13:04:21.634549
450,4,2025-04-21 13:04:21.634549
451,4,2024-08-26 13:04:21.634549
452,1,2025-02-02 13:04:21.634549
453,2,2025-03-02 13:04:21.634549
454,3,2025-03-20 13:04:21.634549
455,1,2025-07-27 13:04:21.634549
456,1,2025-07-28 13:04:21.634549
457,4,2025-06-02 13:04:21.634549
458,3,2025-07-12 13:04:21.634549
459,3,2025-04-26 13:04:21.634549
460,1,2025-07-08 13:04:21.634549
461,1,2025-07-01 13:04:21.634549
462,4,2024-12-25 13:04:21.634549
463,2,2024-08-18 13:04:21.634549
464,4,2024-08-25 13:04:21.634549
465,2,2024-09-04 13:04:21.634549
466,1,2025-07-09 13:04:21.634549
467,5,2024-08-26 13:04:21.634549
468,5,2025-03-23 13:04:21.634549
469,5,2025-06-16 13:04:21.634549
470,2,2025-03-11 13:04:21.634549
471,1,2024-12-17 13:04:21.634549
472,5,2025-01-22 13:04:21.634549
473,3,2024-09-27 13:04:21.634549
474,3,2024-10-01 13:04:21.634549
475,4,2024-11-28 13:04:21.634549
476,3,2024-11-07 13:04:21.634549
477,5,2024-09-22 13:04:21.634549
478,1,2024-10-14 13:04:21.634549
479,1,2025-05-23 13:04:21.634549
480,5,2025-01-22 13:04:21.634549
481,3,2025-06-03 13:04:21.634549
482,1,2024-09-29 13:04:21.634549
483,3,2024-08-06 13:04:21.634549
484,2,2024-12-25 13:04:21.634549
485,5,2025-03-26 13:04:21.634549
486,5,2024-10-19 13:04:21.634549
487,1,2024-12-12 13:04:21.634549
488,4,2025-07-04 13:04:21.634549
489,5,2024-08-26 13:04:21.634549
490,1,2025-04-11 13:04:21.634549
491,3,2024-12-07 13:04:21.634549
492,3,2025-07-16 13:04:21.634549
493,4,2025-01-08 13:04:21.634549
494,5,2025-05-09 13:04:21.634549
495,5,2025-01-27 13:04:21.634549
496,4,2024-12-10 13:04:21.634549
497,5,2024-10-21 13:04:21.634549
498,3,2025-02-24 13:04:21.634549
499,4,2024-12-29 13:04:21.634549
500,3,2025-01-01 13:04:21.634549
501,4,2024-08-17 13:04:21.634549
502,3,2024-08-26 13:04:21.634549
503,1,2025-07-04 13:04:21.634549
504,1,2024-12-09 13:04:21.634549
505,1,2025-05-30 13:04:21.634549
506,5,2025-01-16 13:04:21.634549
507,2,2025-02-18 13:04:21.634549
508,5,2025-04-16 13:04:21.634549
509,4,2025-03-23 13:04:21.634549
510,1,2024-09-11 13:04:21.634549
511,4,2025-06-19 13:04:21.634549
512,2,2025-02-09 13:04:21.634549
513,5,2024-09-16 13:04:21.634549
514,3,2024-10-14 13:04:21.634549
515,1,2025-01-18 13:04:21.634549
516,5,2025-03-25 13:04:21.634549
517,4,2025-06-19 13:04:21.634549
518,3,2024-09-19 13:04:21.634549
519,1,2025-02-10 13:04:21.634549
520,5,2024-11-14 13:04:21.634549
521,2,2025-06-09 13:04:21.634549
522,3,2025-02-25 13:04:21.634549
523,4,2025-05-12 13:04:21.634549
524,2,2025-05-30 13:04:21.634549
525,4,2024-12-23 13:04:21.634549
526,5,2024-10-12 13:04:21.634549
527,1,2024-11-23 13:04:21.634549
528,5,2025-03-11 13:04:21.634549
529,4,2024-08-17 13:04:21.634549
530,5,2024-09-27 13:04:21.634549
531,4,2024-11-02 13:04:21.634549
532,3,2025-04-17 13:04:21.634549
533,5,2025-01-01 13:04:21.634549
534,4,2025-05-26 13:04:21.634549
535,5,2025-01-21 13:04:21.634549
536,2,2025-04-26 13:04:21.634549
537,5,2025-04-06 13:04:21.634549
538,5,2024-10-08 13:04:21.634549
